post_id,timestamp,platform,text,author_type,post_type,state,district,location_mentioned,language,country,source_type,source_portal,source_url,source_event_id
IND_SOCIAL_00111,2026-06-07 20:22:00,Instagram,Emergency support requested from Hyderabad after earthquake tremors.,Community Group,Missing Person,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3434
IND_SOCIAL_00112,2026-03-25 05:25:00,Instagram,Severe lightning reported in Jorhat. Emergency assistance may be required.,Community Group,Missing Person,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6272
IND_SOCIAL_00113,2026-05-16 21:39:00,Facebook,Wildfire situation reported around Vijayawada. Emergency response is required.,Local Reporter,Distress Call,Andhra Pradesh,Vijayawada,Vijayawada,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8749
IND_SOCIAL_00114,2026-06-08 15:46:00,WhatsApp,Rainfall situation is worsening in Durgapur. Please send rescue support if required.,Citizen,Help Request,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2644
IND_SOCIAL_00115,2026-06-26 21:48:00,X,Tsunami-related emergency reported near Guwahati. Evacuation assistance may be required.,Resident,Safety Update,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3529
IND_SOCIAL_00116,2026-04-29 15:10:00,Instagram,Emergency support requested from Alappuzha after earthquake tremors.,Community Group,Resource Request,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2315
IND_SOCIAL_00117,2026-04-23 17:43:00,Instagram,Forest fire reported near Sambalpur. Fire and rescue teams are urgently needed.,Local Reporter,Missing Person,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2121
IND_SOCIAL_00118,2026-03-23 02:27:00,X,Landslide reported near Guntur. Road access is blocked and people need help.,Local Reporter,Distress Call,Andhra Pradesh,Guntur,Guntur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3725
IND_SOCIAL_00119,2026-03-10 13:42:00,Instagram,Flood situation is getting worse in Hyderabad. Families need drinking water and food.,Citizen,Situation Report,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8056
IND_SOCIAL_00120,2026-01-15 17:01:00,Telegram,Smoke and fire spreading near Mysuru. Residents may need evacuation support.,Resident,Help Request,Karnataka,Mysuru,Mysuru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7267
IND_SOCIAL_00121,2026-04-27 11:02:00,Telegram,Coastal residents near Surat are requesting emergency support.,Resident,Help Request,Gujarat,Surat,Surat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5161
IND_SOCIAL_00122,2026-01-14 18:42:00,WhatsApp,Water has entered houses in Silchar. Please send rescue teams and boats.,Volunteer,Resource Request,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8237
IND_SOCIAL_00123,2026-02-06 14:23:00,WhatsApp,People in Sambalpur are reporting earthquake damage. Medical assistance may be required.,Volunteer,Safety Update,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7302
IND_SOCIAL_00124,2026-05-08 15:11:00,WhatsApp,Residents near Guwahati are reporting a major landslide. Please send emergency teams.,Community Group,Situation Report,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5837
IND_SOCIAL_00125,2026-06-16 02:32:00,X,Strong tremors reported in Tirunelveli. Residents are requesting emergency assistance.,Community Group,Resource Request,Tamil Nadu,Tirunelveli,Tirunelveli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9138
IND_SOCIAL_00126,2026-05-04 17:11:00,Facebook,Severe lightning reported in Warangal. Emergency assistance may be required.,Resident,Missing Person,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3240
IND_SOCIAL_00127,2026-05-14 15:43:00,Instagram,Flood situation is getting worse in Thrissur. Families need drinking water and food.,Local Reporter,Distress Call,Kerala,Thrissur,Thrissur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3153
IND_SOCIAL_00128,2026-05-24 12:19:00,WhatsApp,Lightning activity reported around Kozhikode. Residents are advised to stay indoors.,Resident,Help Request,Kerala,Kozhikode,Kozhikode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9837
IND_SOCIAL_00129,2026-05-17 05:46:00,Facebook,People in Sambalpur are reporting earthquake damage. Medical assistance may be required.,Volunteer,Safety Update,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6549
IND_SOCIAL_00130,2026-06-26 10:03:00,Facebook,"Several families in Alappuzha need food, water and shelter.",Resident,Resource Request,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6992
IND_SOCIAL_00131,2026-03-09 10:22:00,Instagram,Residents near Alappuzha are requesting emergency assistance. Roads are under water.,Community Group,Distress Call,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5295
IND_SOCIAL_00132,2026-04-24 02:50:00,X,Lightning activity reported around Rajkot. Residents are advised to stay indoors.,Resident,Safety Update,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6374
IND_SOCIAL_00133,2026-01-22 13:45:00,WhatsApp,"Several families in Surat need food, water and shelter.",Volunteer,Resource Request,Gujarat,Surat,Surat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3290
IND_SOCIAL_00134,2026-06-11 20:29:00,WhatsApp,Buildings have been affected by an earthquake in Chennai. Rescue teams are needed.,Citizen,Distress Call,Tamil Nadu,Chennai,Chennai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9807
IND_SOCIAL_00135,2026-05-16 11:01:00,Instagram,Tsunami-related emergency reported near Hubballi. Evacuation assistance may be required.,Community Group,Safety Update,Karnataka,Hubballi,Hubballi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3531
IND_SOCIAL_00136,2026-05-06 23:52:00,Telegram,Tsunami warning situation reported near Kolkata. Residents should move to safer areas.,Local Reporter,Situation Report,West Bengal,Kolkata,Kolkata,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7070
IND_SOCIAL_00137,2026-03-09 04:54:00,Facebook,Tsunami-related emergency reported near Nellore. Evacuation assistance may be required.,Volunteer,Distress Call,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9920
IND_SOCIAL_00138,2026-01-18 00:31:00,Instagram,Fire is spreading near forest areas around Bhubaneswar. Please send fire and rescue teams.,Resident,Distress Call,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4475
IND_SOCIAL_00139,2026-01-13 19:45:00,Instagram,Water has entered houses in Ahmedabad. Please send rescue teams and boats.,Resident,Help Request,Gujarat,Ahmedabad,Ahmedabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4394
IND_SOCIAL_00140,2026-02-20 19:25:00,Instagram,Landslide reported near Surat. Road access is blocked and people need help.,Resident,Missing Person,Gujarat,Surat,Surat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3370
IND_SOCIAL_00141,2026-01-25 07:51:00,Facebook,Strong tremors reported in Belagavi. Residents are requesting emergency assistance.,Citizen,Resource Request,Karnataka,Belagavi,Belagavi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1243
IND_SOCIAL_00142,2026-01-24 09:48:00,X,Lightning activity reported around Cuttack. Residents are advised to stay indoors.,Resident,Situation Report,Odisha,Cuttack,Cuttack,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7897
IND_SOCIAL_00143,2026-03-24 14:50:00,WhatsApp,Strong cyclone conditions reported in Mumbai. People are requesting emergency shelter.,Local Reporter,Situation Report,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9254
IND_SOCIAL_00144,2026-01-12 09:45:00,Telegram,Kurnool is severely flooded after continuous rainfall. People are trapped and need immediate rescue.,Volunteer,Safety Update,Andhra Pradesh,Kurnool,Kurnool,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8847
IND_SOCIAL_00145,2026-02-28 23:19:00,WhatsApp,Strong cyclone conditions reported in Durgapur. People are requesting emergency shelter.,Local Reporter,Distress Call,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3430
IND_SOCIAL_00146,2026-03-11 16:11:00,Telegram,People in Thiruvananthapuram are reporting earthquake damage. Medical assistance may be required.,Community Group,Missing Person,Kerala,Thiruvananthapuram,Thiruvananthapuram,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9692
IND_SOCIAL_00147,2026-03-20 15:00:00,X,Smoke and fire spreading near Karimnagar. Residents may need evacuation support.,Citizen,Resource Request,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8398
IND_SOCIAL_00148,2026-01-18 15:26:00,WhatsApp,Lightning incident reported near Nellore. Please avoid open areas.,Local Reporter,Safety Update,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6120
IND_SOCIAL_00149,2026-01-13 13:18:00,Instagram,Emergency support requested from Siliguri after earthquake tremors.,Resident,Resource Request,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2494
IND_SOCIAL_00150,2026-04-18 02:18:00,X,Forest fire reported near Kochi. Fire and rescue teams are urgently needed.,Volunteer,Help Request,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6400
IND_SOCIAL_00151,2026-02-27 05:06:00,WhatsApp,Lightning incident reported near Alappuzha. Please avoid open areas.,Citizen,Situation Report,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6761
IND_SOCIAL_00152,2026-03-06 01:40:00,Facebook,Landslide reported near Kollam. Road access is blocked and people need help.,Local Reporter,Help Request,Kerala,Kollam,Kollam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7022
IND_SOCIAL_00153,2026-04-22 04:44:00,WhatsApp,Landslide reported near Kozhikode. Road access is blocked and people need help.,Community Group,Missing Person,Kerala,Kozhikode,Kozhikode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5381
IND_SOCIAL_00154,2026-02-03 08:34:00,Instagram,Strong tremors reported in Erode. Residents are requesting emergency assistance.,Volunteer,Situation Report,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3347
IND_SOCIAL_00155,2026-03-10 19:37:00,Facebook,Heavy winds and rain affecting Rajkot. Please avoid travelling and stay indoors.,Citizen,Distress Call,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7878
IND_SOCIAL_00156,2026-05-22 18:02:00,Instagram,Rainfall situation is worsening in Silchar. Please send rescue support if required.,Volunteer,Resource Request,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2391
IND_SOCIAL_00157,2026-02-19 20:50:00,Telegram,Continuous heavy rainfall reported in Erode. Roads are becoming difficult to use.,Citizen,Resource Request,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8259
IND_SOCIAL_00158,2026-01-22 01:16:00,WhatsApp,Tsunami-related emergency reported near Durgapur. Evacuation assistance may be required.,Volunteer,Help Request,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6655
IND_SOCIAL_00159,2026-01-09 14:25:00,Telegram,People in Kolkata are reporting earthquake damage. Medical assistance may be required.,Local Reporter,Missing Person,West Bengal,Kolkata,Kolkata,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4612
IND_SOCIAL_00160,2026-05-21 00:36:00,X,Water has entered houses in Asansol. Please send rescue teams and boats.,Resident,Situation Report,West Bengal,Asansol,Asansol,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3248
IND_SOCIAL_00161,2026-03-20 17:33:00,X,Lightning incident reported near Nizamabad. Please avoid open areas.,Citizen,Safety Update,Telangana,Nizamabad,Nizamabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3878
IND_SOCIAL_00162,2026-01-14 10:54:00,Telegram,Residents near Hubballi are reporting a major landslide. Please send emergency teams.,Community Group,Resource Request,Karnataka,Hubballi,Hubballi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7505
IND_SOCIAL_00163,2026-04-15 17:13:00,WhatsApp,Residents near Tirunelveli are requesting emergency assistance. Roads are under water.,Citizen,Situation Report,Tamil Nadu,Tirunelveli,Tirunelveli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7626
IND_SOCIAL_00164,2026-05-27 05:01:00,WhatsApp,Heavy winds and rain affecting Siliguri. Please avoid travelling and stay indoors.,Citizen,Situation Report,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8538
IND_SOCIAL_00165,2026-04-06 17:13:00,X,Fire is spreading near forest areas around Bhubaneswar. Please send fire and rescue teams.,Resident,Safety Update,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2288
IND_SOCIAL_00166,2026-04-04 06:20:00,Facebook,Lightning activity reported around Siliguri. Residents are advised to stay indoors.,Volunteer,Help Request,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2868
IND_SOCIAL_00167,2026-02-13 08:16:00,Instagram,A landslide has affected roads near Kolhapur. Emergency rescue support is required.,Volunteer,Resource Request,Maharashtra,Kolhapur,Kolhapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2684
IND_SOCIAL_00168,2026-02-02 13:57:00,Facebook,Landslide reported near Mangaluru. Road access is blocked and people need help.,Community Group,Help Request,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9095
IND_SOCIAL_00169,2026-03-27 16:44:00,Instagram,Lightning activity reported around Jorhat. Residents are advised to stay indoors.,Resident,Safety Update,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8245
